Time (hrs),Target Heat (J),Simulated Heat (J)
146032.0,4.3845e+10,4.35734e+10
146032.0,4.40888e+10,4.38156e+10
146044.0,4.40888e+10,4.38156e+10
146044.0,4.43294e+10,4.40553e+10
146056.0,4.43294e+10,4.40553e+10
146056.0,4.45666e+10,4.42924e+10
146068.0,4.45666e+10,4.42924e+10
146068.0,4.48006e+10,4.45252e+10
146080.0,4.48006e+10,4.45252e+10
146080.0,4.50313e+10,4.47553e+10
146092.0,4.50313e+10,4.47553e+10
146092.0,4.52586e+10,4.49829e+10
146104.0,4.52586e+10,4.49829e+10
146104.0,4.54826e+10,4.5206e+10
146116.0,4.54826e+10,4.5206e+10
146116.0,4.57032e+10,4.54265e+10
146128.0,4.57032e+10,4.54265e+10
146128.0,4.59204e+10,4.56442e+10
146140.0,4.59204e+10,4.56442e+10
146140.0,4.61342e+10,4.58575e+10
146152.0,4.61342e+10,4.58575e+10
146152.0,4.63446e+10,4.6068e+10
146164.0,4.63446e+10,4.6068e+10
146164.0,4.65516e+10,4.62756e+10
146176.1,4.65516e+10,4.62756e+10
146176.1,4.67551e+10,4.64787e+10
146188.1,4.67551e+10,4.64787e+10
146188.1,4.69551e+10,4.66788e+10
146200.1,4.69551e+10,4.66788e+10
146200.1,4.71517e+10,4.6876e+10
146212.1,4.71517e+10,4.6876e+10
146212.1,4.73448e+10,4.70701e+10
146224.1,4.73448e+10,4.70701e+10
146224.1,4.75343e+10,4.72594e+10
146236.1,4.75343e+10,4.72594e+10
146236.1,4.77204e+10,4.74473e+10
146248.1,4.77204e+10,4.74473e+10
146248.1,4.79029e+10,4.76302e+10
146260.1,4.79029e+10,4.76302e+10
146260.1,4.80819e+10,4.78115e+10
146272.1,4.80819e+10,4.78115e+10
146272.1,4.82573e+10,4.79877e+10
146284.1,4.82573e+10,4.79877e+10
146284.1,4.84291e+10,4.81604e+10
146296.1,4.84291e+10,4.81604e+10
146296.1,4.85973e+10,4.83312e+10
146308.1,4.85973e+10,4.83312e+10
146308.1,4.8762e+10,4.84967e+10
146320.2,4.8762e+10,4.84967e+10
146320.2,4.8923e+10,4.866e+10
146332.2,4.8923e+10,4.866e+10
146332.2,4.90804e+10,4.88195e+10
146344.2,4.90804e+10,4.88195e+10
146344.2,4.92342e+10,4.89749e+10
146356.2,4.92342e+10,4.89749e+10
146356.2,4.93843e+10,4.91278e+10
146368.2,4.93843e+10,4.91278e+10
146368.2,4.95308e+10,4.92764e+10
146380.2,4.95308e+10,4.92764e+10
146380.2,4.96736e+10,4.94223e+10
146392.2,4.96736e+10,4.94223e+10
146392.2,4.98127e+10,4.95652e+10
146404.2,4.98127e+10,4.95652e+10
146404.2,4.99481e+10,4.97035e+10
146416.2,4.99481e+10,4.97035e+10
146416.2,5.00798e+10,4.98385e+10
146428.2,5.00798e+10,4.98385e+10
146428.2,5.02078e+10,4.99701e+10
146440.2,5.02078e+10,4.99701e+10
146440.2,5.03321e+10,5.00981e+10
146452.2,5.03321e+10,5.00981e+10
146452.2,5.04527e+10,5.02223e+10
146464.2,5.04527e+10,5.02223e+10
146464.2,5.05695e+10,5.03426e+10
146476.3,5.05695e+10,5.03426e+10
146476.3,5.06826e+10,5.04603e+10
146488.3,5.06826e+10,5.04603e+10
146488.3,5.07919e+10,5.05736e+10
146500.3,5.07919e+10,5.05736e+10
146500.3,5.08975e+10,5.0684e+10
146512.3,5.08975e+10,5.0684e+10
146512.3,5.09993e+10,5.07912e+10
146524.3,5.09993e+10,5.07912e+10
146524.3,5.10973e+10,5.08934e+10
146536.3,5.10973e+10,5.08934e+10
146536.3,5.11915e+10,5.09935e+10
146548.3,5.11915e+10,5.09935e+10
146548.3,5.1282e+10,5.10896e+10
146560.3,5.1282e+10,5.10896e+10
146560.3,5.13686e+10,5.11816e+10
146572.3,5.13686e+10,5.11816e+10
146572.3,5.14514e+10,5.12707e+10
146584.3,5.14514e+10,5.12707e+10
146584.3,5.15305e+10,5.13566e+10
146596.3,5.15305e+10,5.13566e+10
146596.3,5.16057e+10,5.14375e+10
146608.3,5.16057e+10,5.14375e+10
146608.3,5.1677e+10,5.15163e+10
146620.4,5.1677e+10,5.15163e+10
146620.4,5.17446e+10,5.1591e+10
146632.4,5.17446e+10,5.1591e+10
146632.4,5.18083e+10,5.16612e+10
146644.4,5.18083e+10,5.16612e+10
146644.4,5.18682e+10,5.17284e+10
146656.4,5.18682e+10,5.17284e+10
146656.4,5.19242e+10,5.17935e+10
146668.4,5.19242e+10,5.17935e+10
146668.4,5.19764e+10,5.18533e+10
146680.4,5.19764e+10,5.18533e+10
146680.4,5.20248e+10,5.19103e+10
146692.4,5.20248e+10,5.19103e+10
146692.4,5.20692e+10,5.19626e+10
146704.4,5.20692e+10,5.19626e+10
146704.4,5.21099e+10,5.2013e+10
146716.4,5.21099e+10,5.2013e+10
146716.4,5.21466e+10,5.20594e+10
146728.4,5.21466e+10,5.20594e+10
146728.4,5.21796e+10,5.21013e+10
146740.4,5.21796e+10,5.21013e+10
146740.4,5.22086e+10,5.21414e+10
146752.4,5.22086e+10,5.21414e+10
146752.4,5.22338e+10,5.21761e+10
146764.5,5.22338e+10,5.21761e+10
146764.5,5.22551e+10,5.2208e+10
146776.5,5.22551e+10,5.2208e+10
146776.5,5.22725e+10,5.22379e+10
146788.5,5.22725e+10,5.22379e+10
146788.5,5.22861e+10,5.22622e+10
146800.5,5.22861e+10,5.22622e+10
146800.5,5.22957e+10,5.22834e+10
146812.5,5.22957e+10,5.22834e+10
146812.5,5.23016e+10,5.23023e+10
146824.5,5.23016e+10,5.23023e+10
146824.5,5.23035e+10,5.23168e+10
146836.5,5.23035e+10,5.23168e+10
146836.5,5.23016e+10,5.23275e+10
146848.5,5.23016e+10,5.23275e+10
146848.5,5.22957e+10,5.23351e+10
146860.5,5.22957e+10,5.23351e+10
146860.5,5.22861e+10,5.23403e+10
146872.5,5.22861e+10,5.23403e+10
146872.5,5.22725e+10,5.23408e+10
146884.5,5.22725e+10,5.23408e+10
146884.5,5.22551e+10,5.23385e+10
146896.5,5.22551e+10,5.23385e+10
146896.5,5.22338e+10,5.23338e+10
146908.6,5.22338e+10,5.23338e+10
146908.6,5.22086e+10,5.23242e+10
146920.6,5.22086e+10,5.23242e+10
146920.6,5.21796e+10,5.23128e+10
146932.6,5.21796e+10,5.23128e+10
146932.6,5.21466e+10,5.22969e+10
146944.6,5.21466e+10,5.22969e+10
146944.6,5.21099e+10,5.2278e+10
146956.6,5.21099e+10,5.2278e+10
146956.6,5.20692e+10,5.2256e+10
146968.6,5.20692e+10,5.2256e+10
146968.6,5.20248e+10,5.2232e+10
146980.6,5.20248e+10,5.2232e+10
146980.6,5.19764e+10,5.22042e+10
146992.6,5.19764e+10,5.22042e+10
146992.6,5.19242e+10,5.21722e+10
147004.6,5.19242e+10,5.21722e+10
147004.6,5.18682e+10,5.21392e+10
147016.6,5.18682e+10,5.21392e+10
147016.6,5.18083e+10,5.21016e+10
147028.6,5.18083e+10,5.21016e+10
147028.6,5.17446e+10,5.20621e+10
147040.6,5.17446e+10,5.20621e+10
147040.6,5.1677e+10,5.20193e+10
147052.7,5.1677e+10,5.20193e+10
147052.7,5.16057e+10,5.1974e+10
147064.7,5.16057e+10,5.1974e+10
147064.7,5.15305e+10,5.19266e+10
147076.7,5.15305e+10,5.19266e+10
147076.7,5.14514e+10,5.18757e+10
147088.7,5.14514e+10,5.18757e+10
147088.7,5.13686e+10,5.18233e+10
147100.7,5.13686e+10,5.18233e+10
147100.7,5.1282e+10,5.17683e+10
147112.7,5.1282e+10,5.17683e+10
147112.7,5.11915e+10,5.17113e+10
147124.7,5.11915e+10,5.17113e+10
147124.7,5.10973e+10,5.1652e+10
147136.7,5.10973e+10,5.1652e+10
147136.7,5.09993e+10,5.15905e+10
147148.7,5.09993e+10,5.15905e+10
147148.7,5.08975e+10,5.1528e+10
147160.7,5.08975e+10,5.1528e+10
147160.7,5.07919e+10,5.14641e+10
147172.7,5.07919e+10,5.14641e+10
147172.7,5.06826e+10,5.13981e+10
147184.7,5.06826e+10,5.13981e+10
147184.7,5.05695e+10,5.13324e+10
147196.8,5.05695e+10,5.13324e+10
147196.8,5.04527e+10,5.12651e+10
147208.8,5.04527e+10,5.12651e+10
147208.8,5.03321e+10,5.11979e+10
147220.8,5.03321e+10,5.11979e+10
147220.8,5.02078e+10,5.11309e+10
147232.8,5.02078e+10,5.11309e+10
147232.8,5.00798e+10,5.10647e+10
147244.8,5.00798e+10,5.10647e+10
147244.8,4.99481e+10,5.10007e+10
147256.8,4.99481e+10,5.10007e+10
147256.8,4.98127e+10,5.09378e+10
147268.8,4.98127e+10,5.09378e+10
147268.8,4.96736e+10,5.08781e+10
147280.8,4.96736e+10,5.08781e+10
147280.8,4.95308e+10,5.08219e+10
147292.8,4.95308e+10,5.08219e+10
147292.8,4.93843e+10,5.07715e+10
147304.8,4.93843e+10,5.07715e+10
147304.8,4.92342e+10,5.0726e+10
147316.8,4.92342e+10,5.0726e+10
147316.8,4.90804e+10,5.06875e+10
147328.8,4.90804e+10,5.06875e+10
147328.8,4.8923e+10,5.06549e+10
147340.8,4.8923e+10,5.06549e+10
147340.8,4.8762e+10,5.0623e+10
147352.9,4.8762e+10,5.0623e+10
147352.9,4.85973e+10,5.05753e+10
147364.9,4.85973e+10,5.05753e+10
147364.9,4.84291e+10,5.04514e+10
147376.9,4.84291e+10,5.04514e+10
147376.9,4.82573e+10,4.39101e+10
147388.9,4.82573e+10,4.39101e+10
147388.9,4.80819e+10,3.49311e+10
147400.9,4.80819e+10,3.49311e+10
147400.9,4.79029e+10,2.59857e+10
147412.9,4.79029e+10,2.59857e+10
147412.9,4.77204e+10,1.70935e+10
147424.9,4.77204e+10,1.70935e+10
147424.9,4.75343e+10,8.27322e+09
147436.9,4.75343e+10,8.27322e+09
147436.9,4.73448e+10,0
147448.9,4.73448e+10,0
147448.9,4.71517e+10,0
147460.9,4.71517e+10,0
147460.9,4.69551e+10,0
147472.9,4.69551e+10,0
147472.9,4.67551e+10,0
147484.9,4.67551e+10,0
147484.9,4.65516e+10,0
147497.0,4.65516e+10,0
147497.0,4.63446e+10,0
147509.0,4.63446e+10,0
147509.0,4.61342e+10,0
147521.0,4.61342e+10,0
147521.0,4.59204e+10,0
147533.0,4.59204e+10,0
147533.0,4.57032e+10,0
147545.0,4.57032e+10,0
147545.0,4.54826e+10,0
147557.0,4.54826e+10,0
147557.0,4.52586e+10,0
147569.0,4.52586e+10,0
147569.0,4.50313e+10,0
147581.0,4.50313e+10,0
147581.0,4.48006e+10,0
147593.0,4.48006e+10,0
147593.0,4.45666e+10,0
147605.0,4.45666e+10,0
147605.0,4.43294e+10,0
147617.0,4.43294e+10,0
147617.0,4.40888e+10,0
147629.0,4.40888e+10,0
147629.0,4.3845e+10,0
147641.1,4.3845e+10,0
147641.1,4.35979e+10,0
147653.1,4.35979e+10,0
147653.1,4.33476e+10,0
147665.1,4.33476e+10,0
147665.1,4.30941e+10,0
147677.1,4.30941e+10,0
147677.1,4.28373e+10,0
147689.1,4.28373e+10,0
147689.1,4.25775e+10,0
147701.1,4.25775e+10,0
147701.1,4.23144e+10,0
147713.1,4.23144e+10,0
147713.1,4.20482e+10,0
147725.1,4.20482e+10,0
147725.1,4.1779e+10,0
147737.1,4.1779e+10,0
147737.1,4.15066e+10,0
147749.1,4.15066e+10,0
147749.1,4.12311e+10,0
147761.1,4.12311e+10,0
147761.1,4.09526e+10,0
147773.1,4.09526e+10,0
147773.1,4.0671e+10,0
147785.2,4.0671e+10,0
147785.2,4.03865e+10,0
147797.2,4.03865e+10,0
147797.2,4.00989e+10,0
147809.2,4.00989e+10,0
147809.2,3.98084e+10,0
147821.2,3.98084e+10,0
147821.2,3.95149e+10,0
147833.2,3.95149e+10,0
147833.2,3.92185e+10,0
147845.2,3.92185e+10,0
147845.2,3.89192e+10,0
147857.2,3.89192e+10,0
147857.2,3.8617e+10,0
147869.2,3.8617e+10,0
147869.2,3.8312e+10,0
147881.2,3.8312e+10,0
147881.2,3.80041e+10,0
147893.2,3.80041e+10,0
147893.2,3.76934e+10,0
147905.2,3.76934e+10,0
147905.2,3.73799e+10,0
147917.2,3.73799e+10,0
147917.2,3.70637e+10,0
147929.3,3.70637e+10,0
147929.3,3.67446e+10,0
147941.3,3.67446e+10,0
147941.3,3.64229e+10,0
147953.3,3.64229e+10,0
147953.3,3.60985e+10,0
147965.3,3.60985e+10,0
147965.3,3.57714e+10,0
147977.3,3.57714e+10,0
147977.3,3.54416e+10,0
147989.3,3.54416e+10,0
147989.3,3.51092e+10,0
148001.3,3.51092e+10,0
148001.3,3.47743e+10,0
148013.3,3.47743e+10,0
148013.3,3.44367e+10,0
148025.3,3.44367e+10,0
148025.3,3.40966e+10,0
148037.3,3.40966e+10,0
148037.3,3.3754e+10,0
148049.3,3.3754e+10,0
148049.3,3.34088e+10,0
148061.3,3.34088e+10,0
148061.3,3.30612e+10,0
148073.4,3.30612e+10,0
148073.4,3.27112e+10,0
148085.4,3.27112e+10,0
148085.4,3.23587e+10,0
148097.4,3.23587e+10,0
148097.4,3.20038e+10,0
148109.4,3.20038e+10,0
148109.4,3.16465e+10,0
148121.4,3.16465e+10,0
148121.4,3.1287e+10,0
148133.4,3.1287e+10,0
148133.4,3.0925e+10,0
148145.4,3.0925e+10,0
148145.4,3.05608e+10,0
148157.4,3.05608e+10,0
148157.4,3.01944e+10,0
148169.4,3.01944e+10,0
148169.4,2.98257e+10,0
148181.4,2.98257e+10,0
148181.4,2.94548e+10,0
148193.4,2.94548e+10,0
148193.4,2.90817e+10,0
148205.4,2.90817e+10,0
148205.4,2.87064e+10,0
148217.4,2.87064e+10,0
148217.4,2.8329e+10,0
148229.5,2.8329e+10,0
148229.5,2.79496e+10,0
148241.5,2.79496e+10,0
148241.5,2.7568e+10,0
148253.5,2.7568e+10,0
148253.5,2.71844e+10,0
148265.5,2.71844e+10,0
148265.5,2.67988e+10,0
148277.5,2.67988e+10,0
148277.5,2.64112e+10,0
148289.5,2.64112e+10,0
148289.5,2.60217e+10,0
148301.5,2.60217e+10,0
148301.5,2.56302e+10,0
148313.5,2.56302e+10,0
148313.5,2.52368e+10,0
148325.5,2.52368e+10,0
148325.5,2.48416e+10,0
148337.5,2.48416e+10,0
148337.5,2.44445e+10,0
148349.5,2.44445e+10,0
148349.5,2.40456e+10,0
148361.5,2.40456e+10,0
148361.5,2.3645e+10,0
148373.6,2.3645e+10,0
148373.6,2.32425e+10,0
148385.6,2.32425e+10,0
148385.6,2.28384e+10,0
148397.6,2.28384e+10,0
148397.6,2.24325e+10,0
148409.6,2.24325e+10,0
148409.6,2.2025e+10,0
148421.6,2.2025e+10,0
148421.6,2.16159e+10,0
148433.6,2.16159e+10,0
148433.6,2.12052e+10,0
148445.6,2.12052e+10,0
148445.6,2.07929e+10,0
148457.6,2.07929e+10,0
148457.6,2.0379e+10,0
148469.6,2.0379e+10,0
148469.6,1.99637e+10,0
148481.6,1.99637e+10,0
148481.6,1.95468e+10,0
148493.6,1.95468e+10,0
148493.6,1.91286e+10,0
148505.6,1.91286e+10,0
148505.6,1.87089e+10,0
148517.7,1.87089e+10,0
148517.7,1.82878e+10,0
148529.7,1.82878e+10,0
148529.7,1.78653e+10,0
148541.7,1.78653e+10,0
148541.7,1.74416e+10,0
148553.7,1.74416e+10,0
148553.7,1.70165e+10,0
148565.7,1.70165e+10,0
148565.7,1.65902e+10,0
148577.7,1.65902e+10,0
148577.7,1.61627e+10,0
148589.7,1.61627e+10,0
148589.7,1.57339e+10,0
148601.7,1.57339e+10,0
148601.7,1.5304e+10,0
148613.7,1.5304e+10,0
148613.7,1.4873e+10,0
148625.7,1.4873e+10,0
148625.7,1.44408e+10,0
148637.7,1.44408e+10,0
148637.7,1.40076e+10,0
148649.7,1.40076e+10,0
148649.7,1.35734e+10,0
148661.8,1.35734e+10,0
148661.8,1.31381e+10,0
148673.8,1.31381e+10,0
148673.8,1.27019e+10,0
148685.8,1.27019e+10,0
148685.8,1.22647e+10,0
148697.8,1.22647e+10,0
148697.8,1.18266e+10,0
148709.8,1.18266e+10,0
148709.8,1.13877e+10,0
148721.8,1.13877e+10,0
148721.8,1.09479e+10,0
148733.8,1.09479e+10,0
148733.8,1.05073e+10,0
148745.8,1.05073e+10,0
148745.8,1.00659e+10,0
148757.8,1.00659e+10,0
148757.8,9.62376e+09,0
148769.8,9.62376e+09,0
148769.8,9.18091e+09,0
148781.8,9.18091e+09,0
148781.8,8.73738e+09,0
148793.8,8.73738e+09,0
148793.8,8.29321e+09,0
148805.9,8.29321e+09,0
148805.9,7.84842e+09,0
148817.9,7.84842e+09,0
148817.9,7.40305e+09,0
148829.9,7.40305e+09,0
148829.9,6.95713e+09,0
148841.9,6.95713e+09,0
148841.9,6.5107e+09,0
148853.9,6.5107e+09,0
148853.9,6.06378e+09,0
148865.9,6.06378e+09,0
148865.9,5.61642e+09,0
148877.9,5.61642e+09,0
148877.9,5.16864e+09,0
148889.9,5.16864e+09,0
148889.9,4.72047e+09,0
148901.9,4.72047e+09,0
148901.9,4.27196e+09,0
148913.9,4.27196e+09,0
148913.9,3.82313e+09,0
148925.9,3.82313e+09,0
148925.9,3.37402e+09,0
148937.9,3.37402e+09,0
148937.9,2.92465e+09,0
148950.0,2.92465e+09,0
148950.0,2.47507e+09,0
148962.0,2.47507e+09,0
148962.0,2.02531e+09,0
148974.0,2.02531e+09,0
148974.0,1.5754e+09,0
148986.0,1.5754e+09,0
148986.0,1.12537e+09,0
148998.0,1.12537e+09,0
148998.0,6.75254e+08,0
149010.0,6.75254e+08,0
149010.0,2.2509e+08,0
149022.0,2.2509e+08,0
149022.0,-2.2509e+08,-4.34752e+08
149034.0,-2.2509e+08,-4.34752e+08
149034.0,-6.75254e+08,-9.31977e+08
149046.0,-6.75254e+08,-9.31977e+08
149046.0,-1.12537e+09,-1.23144e+09
149058.0,-1.12537e+09,-1.23144e+09
149058.0,-1.5754e+09,-1.65695e+09
149070.0,-1.5754e+09,-1.65695e+09
149070.0,-2.02531e+09,-2.10187e+09
149082.0,-2.02531e+09,-2.10187e+09
149082.0,-2.47507e+09,-2.55006e+09
149094.0,-2.47507e+09,-2.55006e+09
149094.0,-2.92465e+09,-2.99876e+09
149106.1,-2.92465e+09,-2.99876e+09
149106.1,-3.37402e+09,-3.44771e+09
149118.1,-3.37402e+09,-3.44771e+09
149118.1,-3.82313e+09,-3.89673e+09
149130.1,-3.82313e+09,-3.89673e+09
149130.1,-4.27196e+09,-4.34556e+09
149142.1,-4.27196e+09,-4.34556e+09
149142.1,-4.72047e+09,-4.79396e+09
149154.1,-4.72047e+09,-4.79396e+09
149154.1,-5.16864e+09,-5.2423e+09
149166.1,-5.16864e+09,-5.2423e+09
149166.1,-5.61642e+09,-5.69038e+09
149178.1,-5.61642e+09,-5.69038e+09
149178.1,-6.06378e+09,-6.13783e+09
149190.1,-6.06378e+09,-6.13783e+09
149190.1,-6.5107e+09,-6.5852e+09
149202.1,-6.5107e+09,-6.5852e+09
149202.1,-6.95713e+09,-7.03194e+09
149214.1,-6.95713e+09,-7.03194e+09
149214.1,-7.40305e+09,-7.47823e+09
149226.1,-7.40305e+09,-7.47823e+09
149226.1,-7.84842e+09,-7.92409e+09
149238.1,-7.84842e+09,-7.92409e+09
149238.1,-8.29321e+09,-8.36932e+09
149250.2,-8.29321e+09,-8.36932e+09
149250.2,-8.73738e+09,-8.81392e+09
149262.2,-8.73738e+09,-8.81392e+09
149262.2,-9.18091e+09,-9.2581e+09
149274.2,-9.18091e+09,-9.2581e+09
149274.2,-9.62376e+09,-9.70147e+09
149286.2,-9.62376e+09,-9.70147e+09
149286.2,-1.00659e+10,-1.01441e+10
149298.2,-1.00659e+10,-1.01441e+10
149298.2,-1.05073e+10,-1.05862e+10
149310.2,-1.05073e+10,-1.05862e+10
149310.2,-1.09479e+10,-1.10274e+10
149322.2,-1.09479e+10,-1.10274e+10
149322.2,-1.13877e+10,-1.14678e+10
149334.2,-1.13877e+10,-1.14678e+10
149334.2,-1.18266e+10,-1.19074e+10
149346.2,-1.18266e+10,-1.19074e+10
149346.2,-1.22647e+10,-1.23462e+10
149358.2,-1.22647e+10,-1.23462e+10
149358.2,-1.27019e+10,-1.2784e+10
149370.2,-1.27019e+10,-1.2784e+10
149370.2,-1.31381e+10,-1.32211e+10
149382.2,-1.31381e+10,-1.32211e+10
149382.2,-1.35734e+10,-1.3657e+10
149394.3,-1.35734e+10,-1.3657e+10
149394.3,-1.40076e+10,-1.40919e+10
149406.3,-1.40076e+10,-1.40919e+10
149406.3,-1.44408e+10,-1.45259e+10
149418.3,-1.44408e+10,-1.45259e+10
149418.3,-1.4873e+10,-1.49589e+10
149430.3,-1.4873e+10,-1.49589e+10
149430.3,-1.5304e+10,-1.53906e+10
149442.3,-1.5304e+10,-1.53906e+10
149442.3,-1.57339e+10,-1.58214e+10
149454.3,-1.57339e+10,-1.58214e+10
149454.3,-1.61627e+10,-1.6251e+10
149466.3,-1.61627e+10,-1.6251e+10
149466.3,-1.65902e+10,-1.66793e+10
149478.3,-1.65902e+10,-1.66793e+10
149478.3,-1.70165e+10,-1.71064e+10
149490.3,-1.70165e+10,-1.71064e+10
149490.3,-1.74416e+10,-1.75323e+10
149502.3,-1.74416e+10,-1.75323e+10
149502.3,-1.78653e+10,-1.7957e+10
149514.3,-1.78653e+10,-1.7957e+10
149514.3,-1.82878e+10,-1.83798e+10
149526.3,-1.82878e+10,-1.83798e+10
149526.3,-1.87089e+10,-1.88028e+10
149538.4,-1.87089e+10,-1.88028e+10
149538.4,-1.91286e+10,-1.92223e+10
149550.4,-1.91286e+10,-1.92223e+10
149550.4,-1.95468e+10,-1.96419e+10
149562.4,-1.95468e+10,-1.96419e+10
149562.4,-1.99637e+10,-2.00599e+10
149574.4,-1.99637e+10,-2.00599e+10
149574.4,-2.0379e+10,-2.04762e+10
149586.4,-2.0379e+10,-2.04762e+10
149586.4,-2.07929e+10,-2.08908e+10
149598.4,-2.07929e+10,-2.08908e+10
149598.4,-2.12052e+10,-2.13037e+10
149610.4,-2.12052e+10,-2.13037e+10
149610.4,-2.16159e+10,-2.1715e+10
149622.4,-2.16159e+10,-2.1715e+10
149622.4,-2.2025e+10,-2.21247e+10
149634.4,-2.2025e+10,-2.21247e+10
149634.4,-2.24325e+10,-2.25344e+10
149646.4,-2.24325e+10,-2.25344e+10
149646.4,-2.28384e+10,-2.29407e+10
149658.4,-2.28384e+10,-2.29407e+10
149658.4,-2.32425e+10,-2.33454e+10
149670.4,-2.32425e+10,-2.33454e+10
149670.4,-2.3645e+10,-2.37484e+10
149682.5,-2.3645e+10,-2.37484e+10
149682.5,-2.40456e+10,-2.41497e+10
149694.5,-2.40456e+10,-2.41497e+10
149694.5,-2.44445e+10,-2.45512e+10
149706.5,-2.44445e+10,-2.45512e+10
149706.5,-2.48416e+10,-2.49492e+10
149718.5,-2.48416e+10,-2.49492e+10
149718.5,-2.52368e+10,-2.53437e+10
149730.5,-2.52368e+10,-2.53437e+10
149730.5,-2.56302e+10,-2.57384e+10
149742.5,-2.56302e+10,-2.57384e+10
149742.5,-2.60217e+10,-2.61314e+10
149754.5,-2.60217e+10,-2.61314e+10
149754.5,-2.64112e+10,-2.6521e+10
149766.5,-2.64112e+10,-2.6521e+10
149766.5,-2.67988e+10,-2.69107e+10
149778.5,-2.67988e+10,-2.69107e+10
149778.5,-2.71844e+10,-2.7297e+10
149790.5,-2.71844e+10,-2.7297e+10
149790.5,-2.7568e+10,-2.76816e+10
149802.5,-2.7568e+10,-2.76816e+10
149802.5,-2.79496e+10,-2.80628e+10
149814.5,-2.79496e+10,-2.80628e+10
149814.5,-2.8329e+10,-2.84441e+10
149826.6,-2.8329e+10,-2.84441e+10
149826.6,-2.87064e+10,-2.8822e+10
149838.6,-2.87064e+10,-2.8822e+10
149838.6,-2.90817e+10,-2.91982e+10
149850.6,-2.90817e+10,-2.91982e+10
149850.6,-2.94548e+10,-2.95728e+10
149862.6,-2.94548e+10,-2.95728e+10
149862.6,-2.98257e+10,-2.99439e+10
149874.6,-2.98257e+10,-2.99439e+10
149874.6,-3.01944e+10,-3.03134e+10
149886.6,-3.01944e+10,-3.03134e+10
149886.6,-3.05608e+10,-3.06812e+10
149898.6,-3.05608e+10,-3.06812e+10
149898.6,-3.0925e+10,-3.10456e+10
149910.6,-3.0925e+10,-3.10456e+10
149910.6,-3.1287e+10,-3.14083e+10
149922.6,-3.1287e+10,-3.14083e+10
149922.6,-3.16465e+10,-3.17694e+10
149934.6,-3.16465e+10,-3.17694e+10
149934.6,-3.20038e+10,-3.2127e+10
149946.6,-3.20038e+10,-3.2127e+10
149946.6,-3.23587e+10,-3.2483e+10
149958.6,-3.23587e+10,-3.2483e+10
149958.6,-3.27112e+10,-3.28355e+10
149970.6,-3.27112e+10,-3.28355e+10
149970.6,-3.30612e+10,-3.31864e+10
149982.7,-3.30612e+10,-3.31864e+10
149982.7,-3.34088e+10,-3.35357e+10
149994.7,-3.34088e+10,-3.35357e+10
149994.7,-3.3754e+10,-3.38815e+10
150006.7,-3.3754e+10,-3.38815e+10
150006.7,-3.40966e+10,-3.42257e+10
150018.7,-3.40966e+10,-3.42257e+10
150018.7,-3.44367e+10,-3.45665e+10
150030.7,-3.44367e+10,-3.45665e+10
150030.7,-3.47743e+10,-3.49037e+10
150042.7,-3.47743e+10,-3.49037e+10
150042.7,-3.51092e+10,-3.52393e+10
150054.7,-3.51092e+10,-3.52393e+10
150054.7,-3.54416e+10,-3.55734e+10
150066.7,-3.54416e+10,-3.55734e+10
150066.7,-3.57714e+10,-3.59039e+10
150078.7,-3.57714e+10,-3.59039e+10
150078.7,-3.60985e+10,-3.6231e+10
150090.7,-3.60985e+10,-3.6231e+10
150090.7,-3.64229e+10,-3.65565e+10
150102.7,-3.64229e+10,-3.65565e+10
150102.7,-3.67446e+10,-3.68785e+10
150114.7,-3.67446e+10,-3.68785e+10
150114.7,-3.70637e+10,-3.71989e+10
150126.8,-3.70637e+10,-3.71989e+10
150126.8,-3.73799e+10,-3.75158e+10
150138.8,-3.73799e+10,-3.75158e+10
150138.8,-3.76934e+10,-3.78293e+10
150150.8,-3.76934e+10,-3.78293e+10
150150.8,-3.80041e+10,-3.81411e+10
150162.8,-3.80041e+10,-3.81411e+10
150162.8,-3.8312e+10,-3.84495e+10
150174.8,-3.8312e+10,-3.84495e+10
150174.8,-3.8617e+10,-3.87545e+10
150186.8,-3.8617e+10,-3.87545e+10
150186.8,-3.89192e+10,-3.90578e+10
150198.8,-3.89192e+10,-3.90578e+10
150198.8,-3.92185e+10,-3.93577e+10
150210.8,-3.92185e+10,-3.93577e+10
150210.8,-3.95149e+10,-3.96541e+10
150222.8,-3.95149e+10,-3.96541e+10
150222.8,-3.98084e+10,-3.99488e+10
150234.8,-3.98084e+10,-3.99488e+10
150234.8,-4.00989e+10,-4.02402e+10
150246.8,-4.00989e+10,-4.02402e+10
150246.8,-4.03865e+10,-4.0528e+10
150258.8,-4.03865e+10,-4.0528e+10
150258.8,-4.0671e+10,-4.08124e+10
150270.9,-4.0671e+10,-4.08124e+10
150270.9,-4.09526e+10,-4.10952e+10
150282.9,-4.09526e+10,-4.10952e+10
150282.9,-4.12311e+10,-4.13727e+10
150294.9,-4.12311e+10,-4.13727e+10
150294.9,-4.15066e+10,-4.16486e+10
150306.9,-4.15066e+10,-4.16486e+10
150306.9,-4.1779e+10,-4.19228e+10
150318.9,-4.1779e+10,-4.19228e+10
150318.9,-4.20482e+10,-4.21918e+10
150330.9,-4.20482e+10,-4.21918e+10
150330.9,-4.23144e+10,-4.24591e+10
150342.9,-4.23144e+10,-4.24591e+10
