Time (hrs),Storage Well Q(kg/s),Balance Well Q(kg/s),Storage Well T(C),Balance Well T(C)
1477.0,9.49909,-9.49909,4.081013,30.489310
1477.0,9.54515,-9.54515,4.081013,30.489310
1489.0,9.54515,-9.54515,4.080587,30.489343
1489.0,9.59051,-9.59051,4.080587,30.489343
1501.0,9.59051,-9.59051,4.080172,30.489377
1501.0,9.63515,-9.63515,4.080172,30.489377
1513.0,9.63515,-9.63515,4.079768,30.489410
1513.0,9.67908,-9.67908,4.079768,30.489410
1525.0,9.67908,-9.67908,4.079372,30.489444
1525.0,9.72229,-9.72229,4.079372,30.489444
1537.1,9.72229,-9.72229,4.078987,30.489478
1537.1,9.76478,-9.76478,4.078987,30.489478
1549.1,9.76478,-9.76478,4.078611,30.489511
1549.1,9.80655,-9.80655,4.078611,30.489511
1561.1,9.80655,-9.80655,4.078245,30.489545
1561.1,9.84759,-9.84759,4.078245,30.489545
1573.1,9.84759,-9.84759,4.077887,30.489579
1573.1,9.8879,-9.8879,4.077887,30.489579
1585.1,9.8879,-9.8879,4.077538,30.489613
1585.1,9.92748,-9.92748,4.077538,30.489613
1597.1,9.92748,-9.92748,4.077198,30.489647
1597.1,9.96632,-9.96632,4.077198,30.489647
1609.1,9.96632,-9.96632,4.076868,30.489682
1609.1,10.0044,-10.0044,4.076868,30.489682
1621.1,10.0044,-10.0044,4.076548,30.489716
1621.1,10.0418,-10.0418,4.076548,30.489716
1633.1,10.0418,-10.0418,4.076229,30.489750
1633.1,10.0784,-10.0784,4.076229,30.489750
1645.1,10.0784,-10.0784,4.075927,30.489784
1645.1,10.1143,-10.1143,4.075927,30.489784
1657.1,10.1143,-10.1143,4.075628,30.489819
1657.1,10.1494,-10.1494,4.075628,30.489819
1669.1,10.1494,-10.1494,4.075339,30.489853
1669.1,10.1838,-10.1838,4.075339,30.489853
1681.2,10.1838,-10.1838,4.075052,30.489888
1681.2,10.2174,-10.2174,4.075052,30.489888
1693.2,10.2174,-10.2174,4.074782,30.489922
1693.2,10.2503,-10.2503,4.074782,30.489922
1705.2,10.2503,-10.2503,4.074513,30.489957
1705.2,10.2824,-10.2824,4.074513,30.489957
1717.2,10.2824,-10.2824,4.074254,30.489991
1717.2,10.3137,-10.3137,4.074254,30.489991
1729.2,10.3137,-10.3137,4.073997,30.490026
1729.2,10.3443,-10.3443,4.073997,30.490026
1741.2,10.3443,-10.3443,4.073755,30.490061
1741.2,10.3741,-10.3741,4.073755,30.490061
1753.2,10.3741,-10.3741,4.073516,30.490095
1753.2,10.4031,-10.4031,4.073516,30.490095
1765.2,10.4031,-10.4031,4.073284,30.490130
1765.2,10.4314,-10.4314,4.073284,30.490130
1777.2,10.4314,-10.4314,4.073062,30.490165
1777.2,10.4589,-10.4589,4.073062,30.490165
1789.2,10.4589,-10.4589,4.072841,30.490200
1789.2,10.4856,-10.4856,4.072841,30.490200
1801.2,10.4856,-10.4856,4.072628,30.490234
1801.2,10.5115,-10.5115,4.072628,30.490234
1813.2,10.5115,-10.5115,4.072423,30.490269
1813.2,10.5367,-10.5367,4.072423,30.490269
1825.2,10.5367,-10.5367,4.072226,30.490304
1825.2,10.5611,-10.5611,4.072226,30.490304
1837.3,10.5611,-10.5611,4.072037,30.490339
1837.3,10.5847,-10.5847,4.072037,30.490339
1849.3,10.5847,-10.5847,4.071850,30.490374
1849.3,10.6075,-10.6075,4.071850,30.490374
1861.3,10.6075,-10.6075,4.071670,30.490409
1861.3,10.6296,-10.6296,4.071670,30.490409
1873.3,10.6296,-10.6296,4.071497,30.490443
1873.3,10.6508,-10.6508,4.071497,30.490443
1885.3,10.6508,-10.6508,4.071332,30.490478
1885.3,10.6713,-10.6713,4.071332,30.490478
1897.3,10.6713,-10.6713,4.071175,30.490513
1897.3,10.6909,-10.6909,4.071175,30.490513
1909.3,10.6909,-10.6909,4.071019,30.490548
1909.3,10.7098,-10.7098,4.071019,30.490548
1921.3,10.7098,-10.7098,4.070869,30.490583
1921.3,10.7279,-10.7279,4.070869,30.490583
1933.3,10.7279,-10.7279,4.070728,30.490618
1933.3,10.7452,-10.7452,4.070728,30.490618
1945.3,10.7452,-10.7452,4.070593,30.490653
1945.3,10.7616,-10.7616,4.070593,30.490653
1957.3,10.7616,-10.7616,4.070459,30.490687
1957.3,10.7773,-10.7773,4.070459,30.490687
1969.3,10.7773,-10.7773,4.070338,30.490722
1969.3,10.7922,-10.7922,4.070338,30.490722
1981.4,10.7922,-10.7922,4.070218,30.490757
1981.4,10.8063,-10.8063,4.070218,30.490757
1993.4,10.8063,-10.8063,4.070105,30.490792
1993.4,10.8196,-10.8196,4.070105,30.490792
2005.4,10.8196,-10.8196,4.069992,30.490827
2005.4,10.8321,-10.8321,4.069992,30.490827
2017.4,10.8321,-10.8321,4.069893,30.490861
2017.4,10.8438,-10.8438,4.069893,30.490861
2029.4,10.8438,-10.8438,4.069794,30.490896
2029.4,10.8547,-10.8547,4.069794,30.490896
2041.4,10.8547,-10.8547,4.069702,30.490931
2041.4,10.8648,-10.8648,4.069702,30.490931
2053.4,10.8648,-10.8648,4.069616,30.490966
2053.4,10.874,-10.874,4.069616,30.490966
2065.4,10.874,-10.874,4.069538,30.491000
2065.4,10.8825,-10.8825,4.069538,30.491000
2077.4,10.8825,-10.8825,4.069459,30.491035
2077.4,10.8902,-10.8902,4.069459,30.491035
2089.4,10.8902,-10.8902,4.069394,30.491069
2089.4,10.897,-10.897,4.069394,30.491069
2101.4,10.897,-10.897,4.069328,30.491104
2101.4,10.9031,-10.9031,4.069328,30.491104
2113.4,10.9031,-10.9031,4.069270,30.491138
2113.4,10.9083,-10.9083,4.069270,30.491138
2125.5,10.9083,-10.9083,4.069217,30.491173
2125.5,10.9128,-10.9128,4.069217,30.491173
2137.5,10.9128,-10.9128,4.069165,30.491207
2137.5,10.9164,-10.9164,4.069165,30.491207
2149.5,10.9164,-10.9164,4.069126,30.491242
2149.5,10.9192,-10.9192,4.069126,30.491242
2161.5,10.9192,-10.9192,4.069087,30.491276
2161.5,10.9212,-10.9212,4.069087,30.491276
2173.5,10.9212,-10.9212,4.069054,30.491310
2173.5,10.9224,-10.9224,4.069054,30.491310
2185.5,10.9224,-10.9224,4.069028,30.491345
2185.5,10.9228,-10.9228,4.069028,30.491345
2197.5,10.9228,-10.9228,4.069002,30.491379
2197.5,10.9224,-10.9224,4.069002,30.491379
2209.5,10.9224,-10.9224,4.068989,30.491413
2209.5,10.9212,-10.9212,4.068989,30.491413
2221.5,10.9212,-10.9212,4.068976,30.491447
2221.5,10.9191,-10.9191,4.068976,30.491447
2233.5,10.9191,-10.9191,4.068969,30.491481
2233.5,10.9163,-10.9163,4.068969,30.491481
2245.5,10.9163,-10.9163,4.068969,30.491515
2245.5,10.9126,-10.9126,4.068969,30.491515
2257.5,10.9126,-10.9126,4.068968,30.491549
2257.5,10.9082,-10.9082,4.068968,30.491549
2269.6,10.9082,-10.9082,4.068981,30.491582
2269.6,10.9029,-10.9029,4.068981,30.491582
2281.6,10.9029,-10.9029,4.068993,30.491616
2281.6,10.8968,-10.8968,4.068993,30.491616
2293.6,10.8968,-10.8968,4.069012,30.491650
2293.6,10.8899,-10.8899,4.069012,30.491650
2305.6,10.8899,-10.8899,4.069038,30.491683
2305.6,10.8822,-10.8822,4.069038,30.491683
2317.6,10.8822,-10.8822,4.069070,30.491717
2317.6,10.8737,-10.8737,4.069070,30.491717
2329.6,10.8737,-10.8737,4.069102,30.491750
2329.6,10.8644,-10.8644,4.069102,30.491750
2341.6,10.8644,-10.8644,4.069147,30.491784
2341.6,10.8543,-10.8543,4.069147,30.491784
2353.6,10.8543,-10.8543,4.069192,30.491817
2353.6,10.8434,-10.8434,4.069192,30.491817
2365.6,10.8434,-10.8434,4.069244,30.491850
2365.6,10.8317,-10.8317,4.069244,30.491850
2377.6,10.8317,-10.8317,4.069296,30.491883
2377.6,10.8192,-10.8192,4.069296,30.491883
2389.6,10.8192,-10.8192,4.069361,30.491916
2389.6,10.8058,-10.8058,4.069361,30.491916
2401.6,10.8058,-10.8058,4.069426,30.491949
2401.6,10.7917,-10.7917,4.069426,30.491949
2413.7,10.7917,-10.7917,4.069498,30.491982
2413.7,10.7768,-10.7768,4.069498,30.491982
2425.7,10.7768,-10.7768,4.069577,30.492015
2425.7,10.7611,-10.7611,4.069577,30.492015
2437.7,10.7611,-10.7611,4.069662,30.492047
2437.7,10.7446,-10.7446,4.069662,30.492047
2449.7,10.7446,-10.7446,4.069748,30.492080
2449.7,10.7273,-10.7273,4.069748,30.492080
2461.7,10.7273,-10.7273,4.069847,30.492112
2461.7,10.7092,-10.7092,4.069847,30.492112
2473.7,10.7092,-10.7092,4.069947,30.492145
2473.7,10.6903,-10.6903,4.069947,30.492145
2485.7,10.6903,-10.6903,4.070053,30.492177
2485.7,10.6706,-10.6706,4.070053,30.492177
2497.7,10.6706,-10.6706,4.070160,30.492209
2497.7,10.6501,-10.6501,4.070160,30.492209
2509.7,10.6501,-10.6501,4.070280,30.492241
2509.7,10.6288,-10.6288,4.070280,30.492241
2521.7,10.6288,-10.6288,4.070402,30.492273
2521.7,10.6068,-10.6068,4.070402,30.492273
2533.7,10.6068,-10.6068,4.070530,30.492305
2533.7,10.5839,-10.5839,4.070530,30.492305
2545.7,10.5839,-10.5839,4.070666,30.492336
2545.7,10.5603,-10.5603,4.070666,30.492336
2557.8,10.5603,-10.5603,4.070809,30.492368
2557.8,10.5359,-10.5359,4.070809,30.492368
2569.8,10.5359,-10.5359,4.070953,30.492399
2569.8,10.5107,-10.5107,4.070953,30.492399
2581.8,10.5107,-10.5107,4.071104,30.492431
2581.8,10.4847,-10.4847,4.071104,30.492431
2593.8,10.4847,-10.4847,4.071263,30.492462
2593.8,10.458,-10.458,4.071263,30.492462
2605.8,10.458,-10.458,4.071429,30.492493
2605.8,10.4305,-10.4305,4.071429,30.492493
2617.8,10.4305,-10.4305,4.071604,30.492524
2617.8,10.4022,-10.4022,4.071604,30.492524
2629.8,10.4022,-10.4022,4.071779,30.492555
2629.8,10.3731,-10.3731,4.071779,30.492555
2641.8,10.3731,-10.3731,4.071963,30.492585
2641.8,10.3433,-10.3433,4.071963,30.492585
2653.8,10.3433,-10.3433,4.072154,30.492616
2653.8,10.3127,-10.3127,4.072154,30.492616
2665.8,10.3127,-10.3127,4.072347,30.492646
2665.8,10.2813,-10.2813,4.072347,30.492646
2677.8,10.2813,-10.2813,4.072554,30.492677
2677.8,10.2492,-10.2492,4.072554,30.492677
2689.8,10.2492,-10.2492,4.072764,30.492707
2689.8,10.2163,-10.2163,4.072764,30.492707
2701.8,10.2163,-10.2163,4.072982,30.492737
2701.8,10.1827,-10.1827,4.072982,30.492737
2713.9,10.1827,-10.1827,4.073201,30.492767
2713.9,10.1483,-10.1483,4.073201,30.492767
2725.9,10.1483,-10.1483,4.073436,30.492796
2725.9,10.1131,-10.1131,4.073436,30.492796
2737.9,10.1131,-10.1131,4.073673,30.492826
2737.9,10.0772,-10.0772,4.073673,30.492826
2749.9,10.0772,-10.0772,4.073919,30.492855
2749.9,10.0406,-10.0406,4.073919,30.492855
2761.9,10.0406,-10.0406,4.074167,30.492885
2761.9,10.0032,-10.0032,4.074167,30.492885
2773.9,10.0032,-10.0032,4.074431,30.492914
2773.9,9.9651,-9.9651,4.074431,30.492914
2785.9,9.9651,-9.9651,4.074697,30.492943
2785.9,9.92623,-9.92623,4.074697,30.492943
2797.9,9.92623,-9.92623,4.074973,30.492972
2797.9,9.88664,-9.88664,4.074973,30.492972
2809.9,9.88664,-9.88664,4.075256,30.493000
2809.9,9.84631,-9.84631,4.075256,30.493000
2821.9,9.84631,-9.84631,4.075546,30.493029
2821.9,9.80525,-9.80525,4.075546,30.493029
2833.9,9.80525,-9.80525,4.075846,30.493057
2833.9,9.76346,-9.76346,4.075846,30.493057
2845.9,9.76346,-9.76346,4.076152,30.493085
2845.9,9.72095,-9.72095,4.076152,30.493085
2858.0,9.72095,-9.72095,4.076468,30.493114
2858.0,9.67772,-9.67772,4.076468,30.493114
2870.0,9.67772,-9.67772,4.076793,30.493141
2870.0,9.63378,-9.63378,4.076793,30.493141
2882.0,9.63378,-9.63378,4.077125,30.493169
2882.0,9.58912,-9.58912,4.077125,30.493169
2894.0,9.58912,-9.58912,4.077467,30.493197
2894.0,9.54375,-9.54375,4.077467,30.493197
2906.0,9.54375,-9.54375,4.077818,30.493224
2906.0,9.49768,-9.49768,4.077818,30.493224
2918.0,9.49768,-9.49768,4.078178,30.493251
2918.0,9.4509,-9.4509,4.078178,30.493251
2930.0,9.4509,-9.4509,4.078548,30.493278
2930.0,9.40342,-9.40342,4.078548,30.493278
2942.0,9.40342,-9.40342,4.078927,30.493305
2942.0,9.35524,-9.35524,4.078927,30.493305
2954.0,9.35524,-9.35524,4.079316,30.493332
2954.0,9.30637,-9.30637,4.079316,30.493332
2966.0,9.30637,-9.30637,4.079714,30.493358
2966.0,9.25682,-9.25682,4.079714,30.493358
2978.0,9.25682,-9.25682,4.080124,30.493385
2978.0,9.20657,-9.20657,4.080124,30.493385
2990.0,9.20657,-9.20657,4.080543,30.493411
2990.0,9.15565,-9.15565,4.080543,30.493411
3002.1,9.15565,-9.15565,4.080974,30.493437
3002.1,9.10404,-9.10404,4.080974,30.493437
3014.1,9.10404,-9.10404,4.081415,30.493463
3014.1,9.05177,-9.05177,4.081415,30.493463
3026.1,9.05177,-9.05177,4.081866,30.493488
3026.1,8.99882,-8.99882,4.081866,30.493488
3038.1,8.99882,-8.99882,4.082330,30.493514
3038.1,8.9452,-8.9452,4.082330,30.493514
3050.1,8.9452,-8.9452,4.082806,30.493539
3050.1,8.89093,-8.89093,4.082806,30.493539
3062.1,8.89093,-8.89093,4.083293,30.493564
3062.1,8.83599,-8.83599,4.083293,30.493564
3074.1,8.83599,-8.83599,4.083793,30.493589
3074.1,8.7804,-8.7804,4.083793,30.493589
3086.1,8.7804,-8.7804,4.084305,30.493614
3086.1,8.72416,-8.72416,4.084305,30.493614
3098.1,8.72416,-8.72416,4.084829,30.493638
3098.1,8.66727,-8.66727,4.084829,30.493638
3110.1,8.66727,-8.66727,4.085368,30.493662
3110.1,8.60975,-8.60975,4.085368,30.493662
3122.1,8.60975,-8.60975,4.085920,30.493686
3122.1,8.55158,-8.55158,4.085920,30.493686
3134.1,8.55158,-8.55158,4.086485,30.493710
3134.1,8.49278,-8.49278,4.086485,30.493710
3146.2,8.49278,-8.49278,4.087065,30.493734
3146.2,8.43335,-8.43335,4.087065,30.493734
3158.2,8.43335,-8.43335,4.087660,30.493757
3158.2,8.3733,-8.3733,4.087660,30.493757
3170.2,8.3733,-8.3733,4.088270,30.493781
3170.2,8.31262,-8.31262,4.088270,30.493781
3182.2,8.31262,-8.31262,4.088895,30.493804
3182.2,8.25134,-8.25134,4.088895,30.493804
3194.2,8.25134,-8.25134,4.089536,30.493827
3194.2,8.18944,-8.18944,4.089536,30.493827
3206.2,8.18944,-8.18944,4.090193,30.493849
3206.2,8.12693,-8.12693,4.090193,30.493849
3218.2,8.12693,-8.12693,4.090867,30.493872
3218.2,8.06382,-8.06382,4.090867,30.493872
3230.2,8.06382,-8.06382,4.091559,30.493894
3230.2,8.00012,-8.00012,4.091559,30.493894
3242.2,8.00012,-8.00012,4.092268,30.493916
3242.2,7.93582,-7.93582,4.092268,30.493916
