Time (hrs),Storage Well Q(kg/s),Balance Well Q(kg/s),Storage Well T(C),Balance Well T(C)
62598.8,21.6516,-21.6516,4.030869,14.389710
62610.9,21.6516,-21.6516,4.030658,14.394513
62610.9,21.7914,-21.7914,4.030658,14.394513
62622.9,21.7914,-21.7914,4.030453,14.399370
62622.9,21.9293,-21.9293,4.030453,14.399370
62634.9,21.9293,-21.9293,4.030253,14.404281
62634.9,22.0653,-22.0653,4.030253,14.404281
62646.9,22.0653,-22.0653,4.030058,14.409247
62646.9,22.1994,-22.1994,4.030058,14.409247
62658.9,22.1994,-22.1994,4.029868,14.414270
62658.9,22.3317,-22.3317,4.029868,14.414270
62670.9,22.3317,-22.3317,4.029681,14.419351
62670.9,22.462,-22.462,4.029681,14.419351
62682.9,22.462,-22.462,4.029501,14.424491
62682.9,22.5905,-22.5905,4.029501,14.424491
62694.9,22.5905,-22.5905,4.029326,14.429691
62694.9,22.717,-22.717,4.029326,14.429691
62706.9,22.717,-22.717,4.029154,14.434954
62706.9,22.8415,-22.8415,4.029154,14.434954
62718.9,22.8415,-22.8415,4.028987,14.440282
62718.9,22.9641,-22.9641,4.028987,14.440282
62730.9,22.9641,-22.9641,4.028825,14.445675
62730.9,23.0847,-23.0847,4.028825,14.445675
62742.9,23.0847,-23.0847,4.028666,14.451137
62742.9,23.2033,-23.2033,4.028666,14.451137
62755.0,23.2033,-23.2033,4.028513,14.456669
62755.0,23.3199,-23.3199,4.028513,14.456669
62767.0,23.3199,-23.3199,4.028363,14.462275
62767.0,23.4345,-23.4345,4.028363,14.462275
62779.0,23.4345,-23.4345,4.028217,14.467957
62779.0,23.5471,-23.5471,4.028217,14.467957
62791.0,23.5471,-23.5471,4.028075,14.473719
62791.0,23.6576,-23.6576,4.028075,14.473719
62803.0,23.6576,-23.6576,4.027937,14.479563
62803.0,23.7661,-23.7661,4.027937,14.479563
62815.0,23.7661,-23.7661,4.027803,14.485493
62815.0,23.8724,-23.8724,4.027803,14.485493
62827.0,23.8724,-23.8724,4.027673,14.491513
62827.0,23.9767,-23.9767,4.027673,14.491513
62839.0,23.9767,-23.9767,4.027545,14.497628
62839.0,24.0789,-24.0789,4.027545,14.497628
62851.0,24.0789,-24.0789,4.027421,14.503841
62851.0,24.1789,-24.1789,4.027421,14.503841
62863.0,24.1789,-24.1789,4.027302,14.510158
62863.0,24.2768,-24.2768,4.027302,14.510158
62875.0,24.2768,-24.2768,4.027185,14.516583
62875.0,24.3725,-24.3725,4.027185,14.516583
62887.0,24.3725,-24.3725,4.027073,14.523122
62887.0,24.466,-24.466,4.027073,14.523122
62899.1,24.466,-24.466,4.026963,14.529780
62899.1,24.5572,-24.5572,4.026963,14.529780
62911.1,24.5572,-24.5572,4.026857,14.536564
62911.1,24.6463,-24.6463,4.026857,14.536564
62923.1,24.6463,-24.6463,4.026754,14.543480
62923.1,24.7331,-24.7331,4.026754,14.543480
62935.1,24.7331,-24.7331,4.026654,14.550534
62935.1,24.8176,-24.8176,4.026654,14.550534
62947.1,24.8176,-24.8176,4.026556,14.557734
62947.1,24.8998,-24.8998,4.026556,14.557734
62959.1,24.8998,-24.8998,4.026463,14.565087
62959.1,24.9797,-24.9797,4.026463,14.565087
62971.1,24.9797,-24.9797,4.026373,14.572600
62971.1,25.0572,-25.0572,4.026373,14.572600
62983.1,25.0572,-25.0572,4.026286,14.580281
62983.1,25.1324,-25.1324,4.026286,14.580281
62995.1,25.1324,-25.1324,4.026202,14.588138
62995.1,25.2052,-25.2052,4.026202,14.588138
63007.1,25.2052,-25.2052,4.026121,14.596181
63007.1,25.2755,-25.2755,4.026121,14.596181
63019.1,25.2755,-25.2755,4.026043,14.604418
63019.1,25.3434,-25.3434,4.026043,14.604418
63031.1,25.3434,-25.3434,4.025968,14.612857
63031.1,25.4088,-25.4088,4.025968,14.612857
63043.2,25.4088,-25.4088,4.025895,14.621509
63043.2,25.4717,-25.4717,4.025895,14.621509
63055.2,25.4717,-25.4717,4.025825,14.630383
63055.2,25.532,-25.532,4.025825,14.630383
63067.2,25.532,-25.532,4.025760,14.639488
63067.2,25.5898,-25.5898,4.025760,14.639488
63079.2,25.5898,-25.5898,4.025696,14.648835
63079.2,25.6451,-25.6451,4.025696,14.648835
63091.2,25.6451,-25.6451,4.025636,14.658433
63091.2,25.6977,-25.6977,4.025636,14.658433
63103.2,25.6977,-25.6977,4.025578,14.668293
63103.2,25.7476,-25.7476,4.025578,14.668293
63115.2,25.7476,-25.7476,4.025524,14.678426
63115.2,25.7949,-25.7949,4.025524,14.678426
63127.2,25.7949,-25.7949,4.025472,14.688842
63127.2,25.8395,-25.8395,4.025472,14.688842
63139.2,25.8395,-25.8395,4.025423,14.699551
63139.2,25.8814,-25.8814,4.025423,14.699551
63151.2,25.8814,-25.8814,4.025378,14.710565
63151.2,25.9205,-25.9205,4.025378,14.710565
63163.2,25.9205,-25.9205,4.025335,14.721893
63163.2,25.9568,-25.9568,4.025335,14.721893
63175.2,25.9568,-25.9568,4.025294,14.733547
63175.2,25.9904,-25.9904,4.025294,14.733547
63187.2,25.9904,-25.9904,4.025257,14.745537
63187.2,26.0211,-26.0211,4.025257,14.745537
63199.3,26.0211,-26.0211,4.025222,14.757874
63199.3,26.049,-26.049,4.025222,14.757874
63211.3,26.049,-26.049,4.025191,14.770569
63211.3,26.074,-26.074,4.025191,14.770569
63223.3,26.074,-26.074,4.025162,14.783631
63223.3,26.0961,-26.0961,4.025162,14.783631
63235.3,26.0961,-26.0961,4.025137,14.797071
63235.3,26.1153,-26.1153,4.025137,14.797071
63247.3,26.1153,-26.1153,4.025114,14.810899
63247.3,26.1316,-26.1316,4.025114,14.810899
63259.3,26.1316,-26.1316,4.025093,14.825125
63259.3,26.1449,-26.1449,4.025093,14.825125
63271.3,26.1449,-26.1449,4.025076,14.839758
63271.3,26.1553,-26.1553,4.025076,14.839758
63283.3,26.1553,-26.1553,4.025062,14.854807
63283.3,26.1627,-26.1627,4.025062,14.854807
63295.3,26.1627,-26.1627,4.025050,14.870282
63295.3,26.1671,-26.1671,4.025050,14.870282
63307.3,26.1671,-26.1671,4.025042,14.886191
63307.3,26.1685,-26.1685,4.025042,14.886191
63319.3,26.1685,-26.1685,4.025037,14.902542
63319.3,26.1669,-26.1669,4.025037,14.902542
63331.3,26.1669,-26.1669,4.025034,14.919344
63331.3,26.1622,-26.1622,4.025034,14.919344
63343.4,26.1622,-26.1622,4.025034,14.936603
63343.4,26.1546,-26.1546,4.025034,14.936603
63355.4,26.1546,-26.1546,4.025037,14.954327
63355.4,26.1439,-26.1439,4.025037,14.954327
63367.4,26.1439,-26.1439,4.025043,14.972522
63367.4,26.1302,-26.1302,4.025043,14.972522
63379.4,26.1302,-26.1302,4.025053,14.991194
63379.4,26.1134,-26.1134,4.025053,14.991194
63391.4,26.1134,-26.1134,4.025065,15.010348
63391.4,26.0937,-26.0937,4.025065,15.010348
63403.4,26.0937,-26.0937,4.025079,15.029991
63403.4,26.0709,-26.0709,4.025079,15.029991
63415.4,26.0709,-26.0709,4.025097,15.050126
63415.4,26.0451,-26.0451,4.025097,15.050126
63427.4,26.0451,-26.0451,4.025118,15.070757
63427.4,26.0163,-26.0163,4.025118,15.070757
63439.4,26.0163,-26.0163,4.025142,15.091887
63439.4,25.9845,-25.9845,4.025142,15.091887
63451.4,25.9845,-25.9845,4.025169,15.113520
63451.4,25.9498,-25.9498,4.025169,15.113520
63463.4,25.9498,-25.9498,4.025199,15.135658
63463.4,25.9121,-25.9121,4.025199,15.135658
63475.4,25.9121,-25.9121,4.025232,15.158302
63475.4,25.8714,-25.8714,4.025232,15.158302
63487.5,25.8714,-25.8714,4.025268,15.181452
63487.5,25.8279,-25.8279,4.025268,15.181452
63499.5,25.8279,-25.8279,4.025306,15.205111
63499.5,25.7814,-25.7814,4.025306,15.205111
63511.5,25.7814,-25.7814,4.025348,15.229277
63511.5,25.7321,-25.7321,4.025348,15.229277
63523.5,25.7321,-25.7321,4.025393,15.253949
63523.5,25.6799,-25.6799,4.025393,15.253949
63535.5,25.6799,-25.6799,4.025441,15.279128
63535.5,25.6249,-25.6249,4.025441,15.279128
63547.5,25.6249,-25.6249,4.025491,15.304809
63547.5,25.5671,-25.5671,4.025491,15.304809
63559.5,25.5671,-25.5671,4.025545,15.330992
63559.5,25.5066,-25.5066,4.025545,15.330992
63571.5,25.5066,-25.5066,4.025602,15.357672
63571.5,25.4434,-25.4434,4.025602,15.357672
63583.5,25.4434,-25.4434,4.025663,15.384846
63583.5,25.3775,-25.3775,4.025663,15.384846
63595.5,25.3775,-25.3775,4.025726,15.412510
63595.5,25.3089,-25.3089,4.025726,15.412510
63607.5,25.3089,-25.3089,4.025791,15.440659
63607.5,25.2378,-25.2378,4.025791,15.440659
63619.5,25.2378,-25.2378,4.025860,15.469288
63619.5,25.1641,-25.1641,4.025860,15.469288
63631.6,25.1641,-25.1641,4.025932,15.498390
63631.6,25.0878,-25.0878,4.025932,15.498390
63643.6,25.0878,-25.0878,4.026007,15.527961
63643.6,25.0091,-25.0091,4.026007,15.527961
63655.6,25.0091,-25.0091,4.026086,15.557991
63655.6,24.928,-24.928,4.026086,15.557991
63667.6,24.928,-24.928,4.026167,15.588475
63667.6,24.8445,-24.8445,4.026167,15.588475
63679.6,24.8445,-24.8445,4.026251,15.619406
63679.6,24.7587,-24.7587,4.026251,15.619406
63691.6,24.7587,-24.7587,4.026338,15.650773
63691.6,24.6705,-24.6705,4.026338,15.650773
63703.6,24.6705,-24.6705,4.026429,15.682569
63703.6,24.5802,-24.5802,4.026429,15.682569
63715.6,24.5802,-24.5802,4.026523,15.714785
63715.6,24.4876,-24.4876,4.026523,15.714785
63727.6,24.4876,-24.4876,4.026619,15.747411
63727.6,24.3929,-24.3929,4.026619,15.747411
63739.6,24.3929,-24.3929,4.026719,15.780438
63739.6,24.2961,-24.2961,4.026719,15.780438
63751.6,24.2961,-24.2961,4.026822,15.813855
63751.6,24.1973,-24.1973,4.026822,15.813855
63763.6,24.1973,-24.1973,4.026929,15.847652
63763.6,24.0965,-24.0965,4.026929,15.847652
63775.7,24.0965,-24.0965,4.027038,15.881818
63775.7,23.9937,-23.9937,4.027038,15.881818
63787.7,23.9937,-23.9937,4.027149,15.916344
63787.7,23.8891,-23.8891,4.027149,15.916344
63799.7,23.8891,-23.8891,4.027265,15.951217
63799.7,23.7826,-23.7826,4.027265,15.951217
63811.7,23.7826,-23.7826,4.027383,15.986426
63811.7,23.6744,-23.6744,4.027383,15.986426
63823.7,23.6744,-23.6744,4.027506,16.021959
63823.7,23.5644,-23.5644,4.027506,16.021959
63835.7,23.5644,-23.5644,4.027631,16.057805
63835.7,23.4527,-23.4527,4.027631,16.057805
63847.7,23.4527,-23.4527,4.027758,16.093953
63847.7,23.3393,-23.3393,4.027758,16.093953
63859.7,23.3393,-23.3393,4.027890,16.130388
63859.7,23.2244,-23.2244,4.027890,16.130388
63871.7,23.2244,-23.2244,4.028024,16.167099
63871.7,23.108,-23.108,4.028024,16.167099
63883.7,23.108,-23.108,4.028162,16.204076
63883.7,22.99,-22.99,4.028162,16.204076
63895.7,22.99,-22.99,4.028303,16.241304
63895.7,22.8707,-22.8707,4.028303,16.241304
63907.7,22.8707,-22.8707,4.028447,16.278772
63907.7,22.7499,-22.7499,4.028447,16.278772
63919.8,22.7499,-22.7499,4.028594,16.316466
63919.8,22.6278,-22.6278,4.028594,16.316466
63931.8,22.6278,-22.6278,4.028745,16.354376
63931.8,22.5043,-22.5043,4.028745,16.354376
63943.8,22.5043,-22.5043,4.028900,16.392485
63943.8,22.3797,-22.3797,4.028900,16.392485
63955.8,22.3797,-22.3797,4.029057,16.430786
63955.8,22.2537,-22.2537,4.029057,16.430786
63967.8,22.2537,-22.2537,4.029218,16.469263
63967.8,22.1267,-22.1267,4.029218,16.469263
63979.8,22.1267,-22.1267,4.029382,16.507904
63979.8,21.9985,-21.9985,4.029382,16.507904
63991.8,21.9985,-21.9985,4.029551,16.546696
63991.8,21.8692,-21.8692,4.029551,16.546696
64003.8,21.8692,-21.8692,4.029721,16.585628
64003.8,21.7388,-21.7388,4.029721,16.585628
64015.8,21.7388,-21.7388,4.029896,16.624687
64015.8,21.6075,-21.6075,4.029896,16.624687
64027.8,21.6075,-21.6075,4.030075,16.663860
64027.8,21.4752,-21.4752,4.030075,16.663860
64039.8,21.4752,-21.4752,4.030256,16.703136
64039.8,21.3419,-21.3419,4.030256,16.703136
64051.8,21.3419,-21.3419,4.030441,16.742504
64051.8,21.2078,-21.2078,4.030441,16.742504
64063.8,21.2078,-21.2078,4.030630,16.781951
64063.8,21.0728,-21.0728,4.030630,16.781951
64075.9,21.0728,-21.0728,4.030823,16.821464
64075.9,20.937,-20.937,4.030823,16.821464
64087.9,20.937,-20.937,4.031019,16.861033
64087.9,20.8003,-20.8003,4.031019,16.861033
64099.9,20.8003,-20.8003,4.031220,16.900644
64099.9,20.663,-20.663,4.031220,16.900644
64111.9,20.663,-20.663,4.031424,16.940289
64111.9,20.5249,-20.5249,4.031424,16.940289
64123.9,20.5249,-20.5249,4.031631,16.979956
64123.9,20.386,-20.386,4.031631,16.979956
64135.9,20.386,-20.386,4.031843,17.019632
64135.9,20.2466,-20.2466,4.031843,17.019632
64147.9,20.2466,-20.2466,4.032058,17.059308
64147.9,20.1065,-20.1065,4.032058,17.059308
64159.9,20.1065,-20.1065,4.032280,17.098972
64159.9,19.9657,-19.9657,4.032280,17.098972
64171.9,19.9657,-19.9657,4.032502,17.138614
64171.9,19.8244,-19.8244,4.032502,17.138614
64183.9,19.8244,-19.8244,4.032732,17.178223
64183.9,19.6826,-19.6826,4.032732,17.178223
64195.9,19.6826,-19.6826,4.032963,17.217791
64195.9,19.5401,-19.5401,4.032963,17.217791
64207.9,19.5401,-19.5401,4.033200,17.257306
64207.9,19.3972,-19.3972,4.033200,17.257306
64220.0,19.3972,-19.3972,4.033441,17.296757
64220.0,19.2538,-19.2538,4.033441,17.296757
64232.0,19.2538,-19.2538,4.033686,17.336138
64232.0,19.11,-19.11,4.033686,17.336138
64244.0,19.11,-19.11,4.033936,17.375437
64244.0,18.9656,-18.9656,4.033936,17.375437
64256.0,18.9656,-18.9656,4.034190,17.414646
64256.0,18.8209,-18.8209,4.034190,17.414646
64268.0,18.8209,-18.8209,4.034450,17.453755
64268.0,18.6758,-18.6758,4.034450,17.453755
64280.0,18.6758,-18.6758,4.034714,17.492756
64280.0,18.5302,-18.5302,4.034714,17.492756
64292.0,18.5302,-18.5302,4.034983,17.531638
64292.0,18.3843,-18.3843,4.034983,17.531638
64304.0,18.3843,-18.3843,4.035257,17.570395
64304.0,18.2381,-18.2381,4.035257,17.570395
64316.0,18.2381,-18.2381,4.035536,17.609018
64316.0,18.0915,-18.0915,4.035536,17.609018
64328.0,18.0915,-18.0915,4.035819,17.647501
64328.0,17.9446,-17.9446,4.035819,17.647501
64340.0,17.9446,-17.9446,4.036109,17.685833
64340.0,17.7974,-17.7974,4.036109,17.685833
64352.0,17.7974,-17.7974,4.036405,17.724007
64352.0,17.6499,-17.6499,4.036405,17.724007
64364.1,17.6499,-17.6499,4.036704,17.762016
64364.1,17.5022,-17.5022,4.036704,17.762016
64376.1,17.5022,-17.5022,4.037011,17.799853
64376.1,17.3541,-17.3541,4.037011,17.799853
64388.1,17.3541,-17.3541,4.037323,17.837511
64388.1,17.2059,-17.2059,4.037323,17.837511
64400.1,17.2059,-17.2059,4.037640,17.874983
64400.1,17.0573,-17.0573,4.037640,17.874983
64412.1,17.0573,-17.0573,4.037964,17.912260
64412.1,16.9086,-16.9086,4.037964,17.912260
64424.1,16.9086,-16.9086,4.038293,17.949341
64424.1,16.7597,-16.7597,4.038293,17.949341
64436.1,16.7597,-16.7597,4.038629,17.986215
64436.1,16.6105,-16.6105,4.038629,17.986215
64448.1,16.6105,-16.6105,4.038972,18.022877
64448.1,16.4612,-16.4612,4.038972,18.022877
64460.1,16.4612,-16.4612,4.039323,18.059320
64460.1,16.3116,-16.3116,4.039323,18.059320
64472.1,16.3116,-16.3116,4.039678,18.095540
64472.1,16.1619,-16.1619,4.039678,18.095540
64484.1,16.1619,-16.1619,4.040042,18.131530
64484.1,16.0121,-16.0121,4.040042,18.131530
64496.1,16.0121,-16.0121,4.040413,18.167285
64496.1,15.862,-15.862,4.040413,18.167285
64508.2,15.862,-15.862,4.040791,18.202800
64508.2,15.7118,-15.7118,4.040791,18.202800
64520.2,15.7118,-15.7118,4.041176,18.238070
64520.2,15.5615,-15.5615,4.041176,18.238070
64532.2,15.5615,-15.5615,4.041569,18.273090
64532.2,15.411,-15.411,4.041569,18.273090
64544.2,15.411,-15.411,4.041971,18.307853
64544.2,15.2604,-15.2604,4.041971,18.307853
64556.2,15.2604,-15.2604,4.042383,18.342356
64556.2,15.1097,-15.1097,4.042383,18.342356
64568.2,15.1097,-15.1097,4.042799,18.376596
64568.2,14.9589,-14.9589,4.042799,18.376596
64580.2,14.9589,-14.9589,4.043226,18.410566
64580.2,14.8079,-14.8079,4.043226,18.410566
64592.2,14.8079,-14.8079,4.043663,18.444264
64592.2,14.6568,-14.6568,4.043663,18.444264
64604.2,14.6568,-14.6568,4.044108,18.477684
64604.2,14.5057,-14.5057,4.044108,18.477684
64616.2,14.5057,-14.5057,4.044562,18.510824
64616.2,14.3544,-14.3544,4.044562,18.510824
64628.2,14.3544,-14.3544,4.045030,18.543677
64628.2,14.203,-14.203,4.045030,18.543677
64640.2,14.203,-14.203,4.045504,18.576242
64640.2,14.0516,-14.0516,4.045504,18.576242
64652.3,14.0516,-14.0516,4.045988,18.608516
64652.3,13.9,-13.9,4.045988,18.608516
64664.3,13.9,-13.9,4.046486,18.640494
64664.3,13.7484,-13.7484,4.046486,18.640494
64676.3,13.7484,-13.7484,4.046995,18.672172
64676.3,13.5967,-13.5967,4.046995,18.672172
64688.3,13.5967,-13.5967,4.047512,18.703549
64688.3,13.4449,-13.4449,4.047512,18.703549
64700.3,13.4449,-13.4449,4.048044,18.734621
64700.3,13.293,-13.293,4.048044,18.734621
64712.3,13.293,-13.293,4.048588,18.765384
64712.3,13.1411,-13.1411,4.048588,18.765384
64724.3,13.1411,-13.1411,4.049145,18.795836
64724.3,12.9891,-12.9891,4.049145,18.795836
64736.3,12.9891,-12.9891,4.049715,18.825975
64736.3,12.837,-12.837,4.049715,18.825975
64748.3,12.837,-12.837,4.050298,18.855797
64748.3,12.6849,-12.6849,4.050298,18.855797
64760.3,12.6849,-12.6849,4.050896,18.885301
64760.3,12.5327,-12.5327,4.050896,18.885301
64772.3,12.5327,-12.5327,4.051507,18.914484
64772.3,12.3804,-12.3804,4.051507,18.914484
64784.3,12.3804,-12.3804,4.052138,18.943342
64784.3,12.2281,-12.2281,4.052138,18.943342
64796.4,12.2281,-12.2281,4.052781,18.971875
64796.4,12.0757,-12.0757,4.052781,18.971875
64808.4,12.0757,-12.0757,4.053439,19.000081
64808.4,11.9233,-11.9233,4.053439,19.000081
64820.4,11.9233,-11.9233,4.054119,19.027956
64820.4,11.7708,-11.7708,4.054119,19.027956
64832.4,11.7708,-11.7708,4.054812,19.055500
64832.4,11.6183,-11.6183,4.054812,19.055500
64844.4,11.6183,-11.6183,4.055527,19.082708
64844.4,11.4657,-11.4657,4.055527,19.082708
64856.4,11.4657,-11.4657,4.056257,19.109583
64856.4,11.313,-11.313,4.056257,19.109583
64868.4,11.313,-11.313,4.057011,19.136120
64868.4,11.1603,-11.1603,4.057011,19.136120
64880.4,11.1603,-11.1603,4.057786,19.162317
64880.4,11.0076,-11.0076,4.057786,19.162317
64892.4,11.0076,-11.0076,4.058578,19.188175
64892.4,10.8548,-10.8548,4.058578,19.188175
64904.4,10.8548,-10.8548,4.059396,19.213691
64904.4,10.702,-10.702,4.059396,19.213691
64916.4,10.702,-10.702,4.060238,19.238862
64916.4,10.5491,-10.5491,4.060238,19.238862
64928.4,10.5491,-10.5491,4.061104,19.263689
64928.4,10.3962,-10.3962,4.061104,19.263689
64940.4,10.3962,-10.3962,4.061996,19.288170
64940.4,10.2432,-10.2432,4.061996,19.288170
64952.5,10.2432,-10.2432,4.062915,19.312302
64952.5,10.0902,-10.0902,4.062915,19.312302
64964.5,10.0902,-10.0902,4.063861,19.336087
64964.5,9.93714,-9.93714,4.063861,19.336087
64976.5,9.93714,-9.93714,4.064835,19.359522
64976.5,9.78405,-9.78405,4.064835,19.359522
64988.5,9.78405,-9.78405,4.065841,19.382606
64988.5,9.63091,-9.63091,4.065841,19.382606
65000.5,9.63091,-9.63091,4.066879,19.405339
65000.5,9.47773,-9.47773,4.066879,19.405339
65012.5,9.47773,-9.47773,4.067951,19.427719
65012.5,9.32452,-9.32452,4.067951,19.427719
65024.5,9.32452,-9.32452,4.069058,19.449745
65024.5,9.17126,-9.17126,4.069058,19.449745
65036.5,9.17126,-9.17126,4.070202,19.471417
65036.5,9.01796,-9.01796,4.070202,19.471417
65048.5,9.01796,-9.01796,4.071385,19.492733
65048.5,8.86462,-8.86462,4.071385,19.492733
65060.5,8.86462,-8.86462,4.072610,19.513693
65060.5,8.71125,-8.71125,4.072610,19.513693
65072.5,8.71125,-8.71125,4.073877,19.534296
65072.5,8.55784,-8.55784,4.073877,19.534296
65084.5,8.55784,-8.55784,4.075191,19.554542
65084.5,8.40439,-8.40439,4.075191,19.554542
65096.6,8.40439,-8.40439,4.076551,19.574429
65096.6,8.2509,-8.2509,4.076551,19.574429
65108.6,8.2509,-8.2509,4.077963,19.593957
65108.6,8.09738,-8.09738,4.077963,19.593957
65120.6,8.09738,-8.09738,4.079428,19.613125
65120.6,7.94383,-7.94383,4.079428,19.613125
65132.6,7.94383,-7.94383,4.080950,19.631933
65132.6,7.79023,-7.79023,4.080950,19.631933
65144.6,7.79023,-7.79023,4.082532,19.650380
65144.6,7.63661,-7.63661,4.082532,19.650380
65156.6,7.63661,-7.63661,4.084177,19.668466
65156.6,7.48294,-7.48294,4.084177,19.668466
65168.6,7.48294,-7.48294,4.085890,19.686190
65168.6,7.32925,-7.32925,4.085890,19.686190
65180.6,7.32925,-7.32925,4.087675,19.703552
65180.6,7.17552,-7.17552,4.087675,19.703552
65192.6,7.17552,-7.17552,4.089535,19.720550
65192.6,7.02175,-7.02175,4.089535,19.720550
65204.6,7.02175,-7.02175,4.091476,19.737186
65204.6,6.86796,-6.86796,4.091476,19.737186
65216.6,6.86796,-6.86796,4.093504,19.753457
65216.6,6.71413,-6.71413,4.093504,19.753457
65228.6,6.71413,-6.71413,4.095626,19.769364
65228.6,6.56027,-6.56027,4.095626,19.769364
65240.7,6.56027,-6.56027,4.097845,19.784906
65240.7,6.40638,-6.40638,4.097845,19.784906
65252.7,6.40638,-6.40638,4.100171,19.800082
65252.7,6.25246,-6.25246,4.100171,19.800082
65264.7,6.25246,-6.25246,4.102610,19.814893
65264.7,6.09851,-6.09851,4.102610,19.814893
65276.7,6.09851,-6.09851,4.105173,19.829338
65276.7,5.94453,-5.94453,4.105173,19.829338
65288.7,5.94453,-5.94453,4.107867,19.843415
65288.7,5.79052,-5.79052,4.107867,19.843415
65300.7,5.79052,-5.79052,4.110703,19.857125
65300.7,5.63649,-5.63649,4.110703,19.857125
65312.7,5.63649,-5.63649,4.113691,19.870468
65312.7,5.48242,-5.48242,4.113691,19.870468
65324.7,5.48242,-5.48242,4.116847,19.883441
65324.7,5.32833,-5.32833,4.116847,19.883441
65336.7,5.32833,-5.32833,4.120184,19.896045
65336.7,5.17421,-5.17421,4.120184,19.896045
65348.7,5.17421,-5.17421,4.123716,19.908280
65348.7,5.02007,-5.02007,4.123716,19.908280
65360.7,5.02007,-5.02007,4.127461,19.920143
65360.7,4.8659,-4.8659,4.127461,19.920143
65372.7,4.8659,-4.8659,4.131442,19.931635
65372.7,4.71171,-4.71171,4.131442,19.931635
65384.8,4.71171,-4.71171,4.135680,19.942753
65384.8,4.55749,-4.55749,4.135680,19.942753
65396.8,4.55749,-4.55749,4.140199,19.953498
65396.8,4.40325,-4.40325,4.140199,19.953498
65408.8,4.40325,-4.40325,4.145028,19.963868
65408.8,4.24899,-4.24899,4.145028,19.963868
65420.8,4.24899,-4.24899,4.150203,19.973860
65420.8,4.09471,-4.09471,4.150203,19.973860
65432.8,4.09471,-4.09471,4.155761,19.983474
65432.8,3.94041,-3.94041,4.155761,19.983474
65444.8,3.94041,-3.94041,4.161743,19.992707
65444.8,3.78609,-3.78609,4.161743,19.992707
65456.8,3.78609,-3.78609,4.168201,20.001556
65456.8,3.63175,-3.63175,4.168201,20.001556
65468.8,3.63175,-3.63175,4.175197,20.010019
65468.8,3.47739,-3.47739,4.175197,20.010019
65480.8,3.47739,-3.47739,4.182791,20.018092
65480.8,3.32301,-3.32301,4.182791,20.018092
65492.8,3.32301,-3.32301,4.191075,20.025770
65492.8,3.16862,-3.16862,4.191075,20.025770
65504.8,3.16862,-3.16862,4.200139,20.033049
65504.8,3.01421,-3.01421,4.200139,20.033049
65516.8,3.01421,-3.01421,4.210098,20.039920
65516.8,2.8598,-2.8598,4.210098,20.039920
65528.9,2.8598,-2.8598,4.221090,20.046377
65528.9,2.70536,-2.70536,4.221090,20.046377
65540.9,2.70536,-2.70536,4.233284,20.052409
65540.9,2.55092,-2.55092,4.233284,20.052409
65552.9,2.55092,-2.55092,4.246894,20.058002
65552.9,2.39646,-2.39646,4.246894,20.058002
65564.9,2.39646,-2.39646,4.262160,20.063140
65564.9,2.242,-2.242,4.262160,20.063140
65576.9,2.242,-2.242,4.279422,20.067799
65576.9,2.08753,-2.08753,4.279422,20.067799
65588.9,2.08753,-2.08753,4.299080,20.071951
65588.9,1.93305,-1.93305,4.299080,20.071951
65600.9,1.93305,-1.93305,4.321664,20.075556
65600.9,1.77856,-1.77856,4.321664,20.075556
65612.9,1.77856,-1.77856,4.347850,20.078560
65612.9,1.62407,-1.62407,4.347850,20.078560
65624.9,1.62407,-1.62407,4.378596,20.080884
65624.9,1.46958,-1.46958,4.378596,20.080884
65636.9,1.46958,-1.46958,4.415157,20.082418
65636.9,1.31509,-1.31509,4.415157,20.082418
65648.9,1.31509,-1.31509,4.459309,20.082998
65648.9,1.16059,-1.16059,4.459309,20.082998
65660.9,1.16059,-1.16059,4.513613,20.082371
65660.9,1.0061,-1.0061,4.513613,20.082371
65673.0,1.0061,-1.0061,4.581871,20.080127
65673.0,0.851602,-0.851602,4.581871,20.080127
65685.0,0.851602,-0.851602,4.669942,20.075569
65685.0,0.697099,-0.697099,4.669942,20.075569
65697.0,0.697099,-0.697099,4.787171,20.067421
65697.0,0.542577,-0.542577,4.787171,20.067421
65709.0,0.542577,-0.542577,4.948824,20.053092
65709.0,0.388005,-0.388005,4.948824,20.053092
65721.0,0.388005,-0.388005,5.178537,20.026529
65721.0,0.233289,-0.233289,5.178537,20.026529
65733.0,0.233289,-0.233289,5.492271,19.970090
65733.0,0.0781132,-0.0781132,5.492271,19.970090
65745.0,0.0781132,-0.0781132,5.660951,19.811167
65745.0,-0.150856,0.150856,5.660951,19.811167
65757.0,-0.150856,0.150856,4.979192,19.753095
65757.0,-0.399044,0.399044,4.979192,19.753095
65769.0,-0.399044,0.399044,4.734826,17.883861
65769.0,-0.663221,0.663221,4.734826,17.883861
65781.0,-0.663221,0.663221,4.607510,16.004932
65781.0,-0.921687,0.921687,4.607510,16.004932
65793.0,-0.921687,0.921687,4.526168,15.252538
65793.0,-1.17764,1.17764,4.526168,15.252538
65805.0,-1.17764,1.17764,4.468257,14.872720
65805.0,-1.43221,1.43221,4.468257,14.872720
65817.0,-1.43221,1.43221,4.424305,14.644373
65817.0,-1.68584,1.68584,4.424305,14.644373
65829.1,-1.68584,1.68584,4.389566,14.494456
65829.1,-1.93878,1.93878,4.389566,14.494456
